subject,telephone,date,trialnumber,carrying location,speed,biometry cond,swingstate cond,measured distance,registered distance,measured stepcount,registered stepcount
3,iphone7,20180329,3,hand,walking pace,NB,N,247.12,229.89,291,293
3,iphone7,20180329,4,hand,walking pace,NB,N,247.12,240.13,294,298
3,iphone7,20180329,5,hand,walking pace,NB,N,450.93,429.48,533,538
3,iphone7,20180329,6,hand,walking pace,NB,N,450.93,431.25,536,535
3,iphone7,20180329,7,hand,running pace,NB,N,91.52,143.95,82,82
3,iphone7,20180329,8,hand,running pace,NB,N,91.52,129.32,79,79
3,iphone7,20180329,9,hand,running pace,NB,N,247.12,344.1,224,226
3,iphone7,20180329,10,hand,running pace,NB,N,247.12,357.95,222,231
3,iphone7,20180329,11,hand,running pace,NB,N,450.93,585.24,403,411
3,iphone7,20180329,12,hand,running pace,NB,N,450.93,615.64,414,419
3,iphone7,20180329,14,trouser pocket,walking pace,NB,N,247.12,176.14,298,296
3,iphone7,20180329,15,trouser pocket,running pace,NB,N,247.12,248.53,231,214
3,iphone8,20180329,1,backpack,walking pace,NB,N,91.52,82.64,113,113
3,iphone8,20180329,2,backpack,walking pace,NB,N,91.52,73.68,113,113
3,iphone8,20180329,3,backpack,walking pace,NB,N,247.12,184.56,291,292
3,iphone8,20180329,4,backpack,walking pace,NB,N,247.12,205.63,294,309
3,iphone8,20180329,5,backpack,walking pace,NB,N,450.93,367.12,533,562
3,iphone8,20180329,6,backpack,walking pace,NB,N,450.93,350.45,536,536
3,iphone8,20180329,7,backpack,running pace,NB,N,91.52,75.57,82,81
3,iphone8,20180329,8,backpack,running pace,NB,N,91.52,82.71,79,87
3,iphone8,20180329,9,backpack,running pace,NB,N,247.12,212.33,224,222
3,iphone8,20180329,10,backpack,running pace,NB,N,247.12,206.26,222,210
3,iphone8,20180329,11,backpack,running pace,NB,N,450.93,402.93,403,411
3,iphone8,20180329,12,backpack,running pace,NB,N,450.93,408.89,414,414
3,iphone8,20180329,14,hand,walking pace,NB,N,247.12,228.98,298,290
3,iphone8,20180329,15,hand,running pace,NB,N,247.12,404.37,231,248
3,iphone6,20180329,1,hand,walking pace,NB,N,91.52,84.53,113,115
3,iphone6,20180329,2,hand,walking pace,NB,N,91.52,82.03,113,113
3,iphone6,20180329,3,hand,walking pace,NB,N,247.12,222.54,291,287
3,iphone6,20180329,4,hand,walking pace,NB,N,247.12,233.08,294,295
3,iphone6,20180329,5,hand,walking pace,NB,N,450.93,416.08,533,527
3,iphone6,20180329,6,hand,walking pace,NB,N,450.93,426.47,536,535
3,iphone6,20180329,7,hand,running pace,NB,N,91.52,139.11,82,81
3,iphone6,20180329,8,hand,running pace,NB,N,91.52,124.04,79,82
3,iphone6,20180329,9,hand,running pace,NB,N,247.12,332.53,224,224
3,iphone6,20180329,10,hand,running pace,NB,N,247.12,341.39,222,226
3,iphone6,20180329,11,hand,running pace,NB,N,450.93,566.17,403,405
3,iphone6,20180329,12,hand,running pace,NB,N,450.93,589.67,414,415
3,iphone6,20180329,14,trouser pocket,walking pace,NB,N,247.12,168.29,298,297
3,iphone6,20180329,15,trouser pocket,running pace,NB,N,247.12,255.09,231,217
5,iphone7,20180327,1,trouser pocket,walking pace,NB,N,247.12,204.0,299,298
5,iphone7,20180327,2,trouser pocket,running pace,NB,N,247.12,238.0,215,199
5,iphone7,20180327,3,trouser pocket,walking pace,NB,N,450.93,385.54,535,537
5,iphone7,20180327,4,trouser pocket,running pace,NB,N,450.93,463.13,380,379
5,iphone7,20180327,6,jacket pocket,running pace,NB,N,91.52,77.61,71,71
5,iphone7,20180327,7,jacket pocket,walking pace,NB,N,91.52,93.47,106,107
5,iphone7,20180327,8,jacket pocket,running pace,NB,N,247.12,218.04,202,198
5,iphone7,20180327,9,jacket pocket,walking pace,NB,N,247.12,251.31,291,291
5,iphone7,20180327,11,backpack,walking pace,NB,N,91.52,87.18,109,109
5,iphone7,20180327,12,backpack,walking pace,NB,N,91.52,94.77,107,106
5,iphone7,20180327,13,backpack,walking pace,NB,N,247.12,250.9,296,305
5,iphone7,20180327,14,backpack,walking pace,NB,N,247.12,239.76,295,292
5,iphone7,20180327,15,backpack,walking pace,NB,N,450.93,477.12,546,546
5,iphone7,20180327,16,backpack,walking pace,NB,N,450.93,452.4,542,542
5,iphone7,20180327,17,backpack,running pace,NB,N,91.52,71.8,76,75
5,iphone7,20180327,18,backpack,running pace,NB,N,91.52,72.36,72,74
5,iphone7,20180327,19,backpack,running pace,NB,N,247.12,177.5,204,205
5,iphone7,20180327,20,backpack,running pace,NB,N,247.12,204.56,209,215
5,iphone7,20180327,21,backpack,running pace,NB,N,450.93,381.62,379,374
5,iphone7,20180327,22,backpack,running pace,NB,N,450.93,425.96,375,414
5,iphone7,20180327,24,backpack,walking pace,NB,N,91.52,91.04,109,111
5,iphone7,20180327,25,backpack,walking pace,NB,N,91.52,81.19,107,107
5,iphone6,20180327,1,trouser pocket,walking pace,NB,N,247.12,199.72,299,299
5,iphone6,20180327,2,trouser pocket,running pace,NB,N,247.12,257.33,215,215
5,iphone6,20180327,3,trouser pocket,walking pace,NB,N,450.93,380.92,535,537
5,iphone6,20180327,4,trouser pocket,running pace,NB,N,450.93,476.2,380,378
5,iphone6,20180327,6,jacket pocket,running pace,NB,N,91.52,69.21,71,70
5,iphone6,20180327,7,jacket pocket,running pace,NB,N,91.52,82.42,106,107
5,iphone6,20180327,8,jacket pocket,running pace,NB,N,247.12,203.89,202,198
5,iphone6,20180327,9,jacket pocket,walking pace,NB,N,247.12,236.79,291,285
5,iphone6,20180327,11,backpack,walking pace,NB,N,91.52,88.08,109,110
5,iphone6,20180327,12,backpack,walking pace,NB,N,91.52,94.97,107,108
5,iphone6,20180327,13,backpack,walking pace,NB,N,247.12,237.79,296,298
5,iphone6,20180327,14,backpack,walking pace,NB,N,247.12,223.86,295,288
5,iphone6,20180327,15,backpack,walking pace,NB,N,450.93,482.26,546,547
5,iphone6,20180327,16,backpack,walking pace,NB,N,450.93,449.21,542,539
5,iphone6,20180327,17,backpack,running pace,NB,N,91.52,65.42,76,77
5,iphone6,20180327,18,backpack,running pace,NB,N,91.52,66.27,72,73
5,iphone6,20180327,19,backpack,running pace,NB,N,247.12,186.18,204,207
5,iphone6,20180327,20,backpack,running pace,NB,N,247.12,188.01,209,219
5,iphone6,20180327,21,backpack,running pace,NB,N,450.93,322.69,379,353
5,iphone6,20180327,22,backpack,running pace,NB,N,450.93,339.76,375,363
5,iphone6,20180327,23,backpack,walking pace,NB,N,91.52,92.11,109,108
5,iphone6,20180327,24,backpack,walking pace,NB,N,91.52,65.7,107,108
4,iphone7,20180326,1,trouser pocket,walking pace,NB,N,91.52,68.01,118,117
4,iphone7,20180326,2,trouser pocket,walking pace,NB,N,91.52,69.42,117,115
4,iphone7,20180326,3,trouser pocket,walking pace,NB,N,247.12,189.37,311,310
4,iphone7,20180326,4,trouser pocket,running pace,NB,N,247.12,262.22,253,242
4,iphone7,20180326,6,jacket pocket,walking pace,NB,N,91.52,98.5,119,120
4,iphone7,20180326,7,jacket pocket,walking pace,NB,N,91.52,96.15,119,118
4,iphone7,20180326,8,jacket pocket,running pace,NB,N,91.52,83.02,85,87
4,iphone7,20180326,9,jacket pocket,running pace,NB,N,91.52,81.47,83,83
4,iphone7,20180326,10,jacket pocket,running pace,NB,N,247.12,223.74,230,230
4,iphone7,20180326,11,jacket pocket,running pace,NB,N,247.12,229.23,245,239
4,iphone7,20180326,26,jacket pocket,running pace,NB,N,450.93,406.95,428,424
4,iphone7,20180326,27,jacket pocket,running pace,NB,N,450.93,421.24,442,442
4,iphone7,20180326,13,backpack,walking pace,NB,N,91.52,77.03,121,120
4,iphone7,20180326,14,backpack,walking pace,NB,N,91.52,77.78,122,121
4,iphone7,20180326,15,backpack,walking pace,NB,N,247.12,221.26,318,319
4,iphone7,20180326,16,backpack,walking pace,NB,N,247.12,233.47,326,333
4,iphone7,20180326,17,backpack,walking pace,NB,N,450.93,411.15,578,588
4,iphone7,20180326,18,backpack,walking pace,NB,N,450.93,399.21,580,580
4,iphone7,20180326,19,backpack,running pace,NB,N,91.52,72.84,85,80
4,iphone7,20180326,20,backpack,running pace,NB,N,91.52,78.71,80,88
4,iphone7,20180326,21,backpack,running pace,NB,N,247.12,205.3,229,229
4,iphone7,20180326,22,backpack,running pace,NB,N,247.12,204.9,233,226
4,iphone7,20180326,23,backpack,running pace,NB,N,450.93,417.46,427,439
4,iphone7,20180326,24,backpack,running pace,NB,N,450.93,385.33,420,407
4,iphone6,20180326,1,trouser pocket,walking pace,NB,N,91.52,69.38,118,116
4,iphone6,20180326,2,trouser pocket,walking pace,NB,N,91.52,70.0,117,117
4,iphone6,20180326,3,trouser pocket,walking pace,NB,N,247.12,184.96,311,312
4,iphone6,20180326,4,trouser pocket,running pace,NB,N,247.12,250.26,253,244
4,iphone6,20180326,6,jacket pocket,walking pace,NB,N,91.52,95.98,119,119
4,iphone6,20180326,7,jacket pocket,walking pace,NB,N,91.52,89.64,119,119
4,iphone6,20180326,8,jacket pocket,running pace,NB,N,91.52,77.51,85,87
4,iphone6,20180326,9,jacket pocket,running pace,NB,N,91.52,74.5,83,84
4,iphone6,20180326,10,jacket pocket,running pace,NB,N,247.12,213.75,230,231
4,iphone6,20180326,11,jacket pocket,running pace,NB,N,247.12,214.0,245,240
4,iphone6,20180326,26,jacket pocket,running pace,NB,N,450.93,388.39,428,409
4,iphone6,20180326,27,jacket pocket,running pace,NB,N,450.93,411.45,442,440
4,iphone6,20180326,13,backpack,walking pace,NB,N,91.52,80.31,121,121
4,iphone6,20180326,14,backpack,walking pace,NB,N,91.52,76.44,122,120
4,iphone6,20180326,15,backpack,walking pace,NB,N,247.12,203.93,318,320
4,iphone6,20180326,16,backpack,walking pace,NB,N,247.12,229.22,326,324
4,iphone6,20180326,17,backpack,walking pace,NB,N,450.93,395.89,578,580
4,iphone6,20180326,18,backpack,walking pace,NB,N,450.93,390.89,580,574
4,iphone6,20180326,19,backpack,running pace,NB,N,91.52,75.08,85,84
4,iphone6,20180326,20,backpack,running pace,NB,N,91.52,67.83,80,76
4,iphone6,20180326,21,backpack,running pace,NB,N,247.12,203.64,229,221
4,iphone6,20180326,22,backpack,running pace,NB,N,247.12,204.69,233,216
4,iphone6,20180326,23,backpack,running pace,NB,N,450.93,395.78,427,424
4,iphone6,20180326,24,backpack,running pace,NB,N,450.93,372.25,420,417
5,iphone6,20180326,4,trouser pocket,walking pace,NB,N,247.12,201.09,318,322
5,iphone6,20180326,5,trouser pocket,walking pace,NB,N,450.93,378.96,565,565
5,iphone6,20180326,6,trouser pocket,walking pace,NB,N,450.93,387.05,560,560
5,iphone6,20180326,7,trouser pocket,running pace,NB,N,91.52,86.06,78,79
5,iphone6,20180326,8,trouser pocket,running pace,NB,N,91.52,82.19,78,79
5,iphone6,20180326,9,trouser pocket,running pace,NB,N,247.12,259.63,214,215
5,iphone6,20180326,12,trouser pocket,running pace,NB,N,450.93,509.08,399,385
5,iphone6,20180326,14,jacket pocket,walking pace,NB,N,91.52,79.41,114,113
5,iphone6,20180326,15,jacket pocket,walking pace,NB,N,91.52,86.75,111,109
5,iphone6,20180326,16,jacket pocket,walking pace,NB,N,247.12,246.18,297,288
5,iphone6,20180326,17,jacket pocket,walking pace,NB,N,247.12,250.33,303,302
5,iphone6,20180326,18,jacket pocket,walking pace,NB,N,450.93,454.43,550,549
5,iphone6,20180326,19,jacket pocket,walking pace,NB,N,450.93,437.33,546,545
5,iphone6,20180326,20,jacket pocket,running pace,NB,N,91.52,71.14,82,82
5,iphone6,20180326,21,jacket pocket,running pace,NB,N,91.52,72.62,76,75
5,iphone6,20180326,22,jacket pocket,running pace,NB,N,247.12,218.81,202,203
5,iphone6,20180326,23,jacket pocket,running pace,NB,N,247.12,228.38,211,210
5,iphone6,20180326,24,jacket pocket,running pace,NB,N,450.93,433.52,376,374
5,iphone6,20180326,25,jacket pocket,running pace,NB,N,450.93,388.02,377,368
5,iphone6,20180326,26,trouser pocket,walking pace,NB,N,91.52,77.85,114,114
5,iphone6,20180326,27,trouser pocket,walking pace,NB,N,91.52,72.91,110,109
5,iphone6,20180326,28,backpack,walking pace,NB,N,91.52,90.1,113,116
5,iphone6,20180326,29,backpack,walking pace,NB,N,91.52,81.44,111,111
5,iphone7,20180326,4,trouser pocket,walking pace,NB,N,247.12,207.69,318,324
5,iphone7,20180326,5,trouser pocket,walking pace,NB,N,450.93,382.12,565,564
5,iphone7,20180326,6,trouser pocket,walking pace,NB,N,450.93,388.52,560,565
5,iphone7,20180326,7,trouser pocket,running pace,NB,N,91.52,89.01,78,77
5,iphone7,20180326,8,trouser pocket,running pace,NB,N,91.52,92.6,78,79
5,iphone7,20180326,9,trouser pocket,running pace,NB,N,247.12,252.51,214,213
5,iphone7,20180326,12,trouser pocket,running pace,NB,N,450.93,492.24,399,398
5,iphone7,20180326,14,jacket pocket,walking pace,NB,N,91.52,93.1,114,123
5,iphone7,20180326,15,jacket pocket,walking pace,NB,N,91.52,92.98,111,111
5,iphone7,20180326,16,jacket pocket,walking pace,NB,N,247.12,243.59,297,297
5,iphone7,20180326,17,jacket pocket,walking pace,NB,N,247.12,237.36,303,304
5,iphone7,20180326,18,jacket pocket,walking pace,NB,N,450.93,411.81,550,549
5,iphone7,20180326,19,jacket pocket,walking pace,NB,N,450.93,426.4,546,546
5,iphone7,20180326,20,jacket pocket,running pace,NB,N,91.52,81.47,82,81
5,iphone7,20180326,21,jacket pocket,running pace,NB,N,91.52,79.28,76,77
5,iphone7,20180326,22,jacket pocket,running pace,NB,N,247.12,222.22,202,205
5,iphone7,20180326,23,jacket pocket,running pace,NB,N,247.12,229.21,211,211
5,iphone7,20180326,24,jacket pocket,running pace,NB,N,450.93,405.04,376,376
5,iphone7,20180326,25,jacket pocket,running pace,NB,N,450.93,424.43,377,376
5,iphone7,20180326,26,trouser pocket,walking pace,NB,N,91.52,81.32,114,115
5,iphone7,20180326,27,trouser pocket,walking pace,NB,N,91.52,80.28,110,109
5,iphone7,20180326,28,backpack,walking pace,NB,N,91.52,96.0,113,113
5,iphone7,20180326,29,backpack,walking pace,NB,N,91.52,82.82,111,110
3,iphone6,20180323,1,backpack,walking pace,NB,N,450.93,388.34,548,549
3,iphone6,20180323,2,backpack,walking pace,NB,N,450.93,400.1,542,631
3,iphone6,20180323,5,backpack,walking pace,NB,N,91.52,74.72,113,113
3,iphone6,20180323,6,backpack,walking pace,NB,N,91.52,65.03,114,116
3,iphone6,20180323,7,backpack,running pace,NB,N,450.93,390.51,427,402
3,iphone6,20180323,8,backpack,running pace,NB,N,450.93,374.99,430,393
3,iphone6,20180323,9,backpack,running pace,NB,N,247.12,202.67,232,224
3,iphone6,20180323,10,backpack,running pace,NB,N,247.12,216.88,234,228
3,iphone6,20180323,11,backpack,running pace,NB,N,91.52,77.97,85,85
3,iphone6,20180323,12,backpack,running pace,NB,N,91.52,73.88,83,82
3,iphone6,20180323,14,trouser pocket,running pace,NB,N,247.12,213.36,226,216
3,iphone6,20180323,15,trouser pocket,walking pace,NB,N,247.12,167.9,298,296
3,iphone6,20180323,16,trouser pocket,walking pace,NB,N,450.93,323.48,544,551
3,iphone6,20180323,17,trouser pocket,running pace,NB,N,91.52,87.25,80,80
3,iphone6,20180323,18,trouser pocket,walking pace,NB,N,91.52,61.47,112,113
3,iphone6,20180323,19,trouser pocket,running pace,NB,N,450.93,440.64,434,430
3,iphone6,20180323,23,backpack,walking pace,NB,N,247.12,188.0,309,309
3,iphone6,20180323,24,backpack,running pace,NB,N,247.12,200.38,236,203
3,iphone6,20180323,25,backpack,running pace,NB,N,247.12,194.67,238,208
3,iphone6,20180323,26,backpack,walking pace,NB,N,247.12,198.49,301,293
3,iphone6,20180323,27,trouser pocket,walking pace,NB,N,247.12,175.92,306,306
3,iphone6,20180323,28,trouser pocket,walking pace,NB,N,247.12,175.29,303,293
3,iphone6,20180323,29,trouser pocket,running pace,NB,N,247.12,259.16,235,234
3,iphone6,20180323,30,trouser pocket,running pace,NB,N,247.12,254.99,240,233
3,iphone7,20180323,1,backpack,walking pace,NB,N,450.93,411.9,548,549
3,iphone7,20180323,2,backpack,walking pace,NB,N,450.93,414.47,542,632
3,iphone7,20180323,5,backpack,walking pace,NB,N,91.52,77.85,113,112
3,iphone7,20180323,6,backpack,walking pace,NB,N,91.52,76.28,114,116
3,iphone7,20180323,7,backpack,running pace,NB,N,450.93,412.33,427,410
3,iphone7,20180323,8,backpack,running pace,NB,N,450.93,389.35,430,401
3,iphone7,20180323,9,backpack,running pace,NB,N,247.12,220.15,232,229
3,iphone7,20180323,10,backpack,running pace,NB,N,247.12,217.78,234,230
3,iphone7,20180323,11,backpack,running pace,NB,N,91.52,81.05,85,86
3,iphone7,20180323,12,backpack,running pace,NB,N,91.52,76.82,83,83
3,iphone7,20180323,16,trouser pocket,walking pace,NB,N,450.93,336.7,544,543
3,iphone7,20180323,17,trouser pocket,running pace,NB,N,91.52,80.88,80,77
3,iphone7,20180323,18,trouser pocket,walking pace,NB,N,91.52,62.28,112,108
3,iphone7,20180323,19,trouser pocket,running pace,NB,N,450.93,409.11,434,404
3,iphone7,20198323,23,backpack,walking pace,NB,N,247.12,202.9,309,309
3,iphone7,20198323,24,backpack,running pace,NB,N,247.12,221.84,236,226
3,iphone7,20198323,25,backpack,running pace,NB,N,247.12,224.61,238,228
3,iphone7,20198323,26,backpack,walking pace,NB,N,247.12,201.56,301,311
3,iphone7,20198323,29,trouser pocket,running pace,NB,N,247.12,238.87,235,234
3,iphone7,20198323,30,trouser pocket,running pace,NB,N,247.12,240.41,240,231
3,iphone8,20180323,1,hand,walking pace,NB,N,450.93,430.75,548,555
3,iphone8,20180323,2,hand,walking pace,NB,N,450.93,420.54,542,547
3,iphone8,20180323,3,hand,walking pace,NB,N,247.12,230.66,296,294
3,iphone8,20180323,4,hand,walking pace,NB,N,247.12,236.82,300,301
3,iphone8,20180323,5,hand,walking pace,NB,N,91.52,90.23,113,117
3,iphone8,20180323,6,hand,walking pace,NB,N,91.52,91.77,114,119
3,iphone8,20180323,7,hand,running pace,NB,N,450.93,556.29,427,427
3,iphone8,20180323,8,hand,running pace,NB,N,450.93,582.84,430,435
3,iphone8,20180323,9,hand,running pace,NB,N,247.12,330.88,232,236
3,iphone8,20180323,10,hand,running pace,NB,N,247.12,351.62,234,240
3,iphone8,20180323,11,hand,running pace,NB,N,91.52,139.02,85,88
3,iphone8,20180323,12,hand,running pace,NB,N,91.52,127.87,83,86
1,iphone7,20180319,2,trouser pocket,walking pace,NB,N,91.52,80.38,129,130
1,iphone7,20180319,3,trouser pocket,walking pace,NB,N,247.12,208.83,352,350
1,iphone7,20180319,4,trouser pocket,walking pace,NB,N,247.12,216.14,358,358
1,iphone7,20180319,5,trouser pocket,walking pace,NB,N,450.93,399.76,630,627
1,iphone7,20180319,6,trouser pocket,walking pace,NB,N,450.93,371.22,622,623
1,iphone7,20180319,7,trouser pocket,running pace,NB,N,91.52,108.32,102,101
1,iphone7,20180319,8,trouser pocket,running pace,NB,N,91.52,112.92,94,95
1,iphone7,20180319,9,trouser pocket,running pace,NB,N,247.12,299.29,264,263
1,iphone7,20180319,10,trouser pocket,running pace,NB,N,247.12,299.48,271,266
1,iphone7,20180319,11,trouser pocket,running pace,NB,N,450.93,531.78,499,487
1,iphone7,20180319,12,trouser pocket,running pace,NB,N,450.93,535.33,517,501
1,iphone6,20180319,2,trouser pocket,walking pace,NB,N,91.52,69.43,129,129
1,iphone6,20180319,3,trouser pocket,walking pace,NB,N,247.12,200.84,352,352
1,iphone6,20180319,4,trouser pocket,walking pace,NB,N,247.12,198.63,358,356
1,iphone6,20180319,5,trouser pocket,walking pace,NB,N,450.93,356.35,630,630
1,iphone6,20180319,6,trouser pocket,walking pace,NB,N,450.93,341.38,622,621
1,iphone6,20180319,7,trouser pocket,running pace,NB,N,91.52,101.41,102,99
1,iphone6,20180319,8,trouser pocket,running pace,NB,N,91.52,107.37,94,96
1,iphone6,20180319,9,trouser pocket,running pace,NB,N,247.12,309.43,264,264
1,iphone6,20180319,10,trouser pocket,running pace,NB,N,247.12,309.09,271,267
1,iphone6,20180319,11,trouser pocket,running pace,NB,N,450.93,540.12,499,494
1,iphone6,20180319,12,trouser pocket,running pace,NB,N,450.93,534.3,517,496
1,iphone8,20180319,2,jacket pocket,walking pace,NB,N,91.52,74.68,129,128
1,iphone8,20180319,3,jacket pocket,walking pace,NB,N,247.12,209.16,352,353
1,iphone8,20180319,4,jacket pocket,walking pace,NB,N,247.12,215.1,358,357
1,iphone8,20180319,5,jacket pocket,walking pace,NB,N,450.93,405.64,630,630
1,iphone8,20180319,6,jacket pocket,walking pace,NB,N,450.93,391.29,622,622
1,iphone8,20180319,7,jacket pocket,running pace,NB,N,91.52,79.95,102,92
1,iphone8,20180319,8,jacket pocket,running pace,NB,N,91.52,85.06,94,96
1,iphone8,20180319,9,jacket pocket,running pace,NB,N,247.12,237.26,264,266
1,iphone8,20180319,10,jacket pocket,running pace,NB,N,247.12,233.17,271,264
1,iphone8,20180319,11,jacket pocket,running pace,NB,N,450.93,422.78,499,489
1,iphone8,20180319,12,jacket pocket,running pace,NB,N,450.93,428.93,517,506
3,iphone6,20180319,1,jacket pocket,walking pace,NB,N,91.52,89.22,123,117
3,iphone6,20180319,2,jacket pocket,walking pace,NB,N,91.52,62.85,117,116
3,iphone6,20180319,3,jacket pocket,walking pace,NB,N,247.12,196.37,298,298
3,iphone6,20180319,4,jacket pocket,walking pace,NB,N,247.12,177.46,300,298
3,iphone6,20180319,5,jacket pocket,walking pace,NB,N,450.93,329.67,541,539
3,iphone6,20180319,6,jacket pocket,walking pace,NB,N,450.93,327.28,541,541
3,iphone6,20180319,7,jacket pocket,running pace,NB,N,91.52,67.55,83,83
3,iphone6,20180319,8,jacket pocket,running pace,NB,N,91.52,66.23,84,87
3,iphone6,20180319,9,jacket pocket,running pace,NB,N,247.12,179.15,233,230
3,iphone6,20180319,10,jacket pocket,running pace,NB,N,247.12,175.87,225,223
3,iphone6,20180319,11,jacket pocket,running pace,NB,N,450.93,326.25,405,403
3,iphone6,20180319,12,jacket pocket,running pace,NB,N,450.93,338.62,412,401
3,iphone8,20180319,1,jacket pocket,walking pace,NB,N,91.52,82.89,119,119
3,iphone8,20180319,2,jacket pocket,walking pace,NB,N,91.52,74.53,117,117
3,iphone8,20180319,3,jacket pocket,walking pace,NB,N,247.12,207.12,298,297
3,iphone8,20180319,4,jacket pocket,walking pace,NB,N,247.12,179.59,300,300
3,iphone8,20180319,5,jacket pocket,walking pace,NB,N,450.93,332.84,541,539
3,iphone8,20180319,6,jacket pocket,walking pace,NB,N,450.93,335.8,541,543
3,iphone8,20180319,7,jacket pocket,running pace,NB,N,91.52,71.61,83,83
3,iphone8,20180319,8,jacket pocket,running pace,NB,N,91.52,72.87,84,84
3,iphone8,20180319,9,jacket pocket,running pace,NB,N,247.12,194.76,233,229
3,iphone8,20180319,10,jacket pocket,running pace,NB,N,247.12,198.72,225,233
3,iphone8,20180319,11,jacket pocket,running pace,NB,N,450.93,346.34,405,399
